Media tiempo,Desviacion estandar tiempo,Varianza tiempo,Entropia tiempo,kurtosis tiempo,MSE tiempo,Tiempo en alcanzar el pico maximo en frecuencia,RMS tiempo,Peak2peak tiempo,TIEMPO peak2rms,TIEMPO ENERGIA,TIEMPO CRUCES POR CERO,TIEMPO DENSIDAD DE NUMERO DE PICOS SOBRE RMS,Picos,Max. Frecuencia,Media frecuencia,Desviacion estandar frecuencia,Varianza frecuencia,Energia senal,Kurtosis frecuencia,MSE frecuencia,Valor FFT umbral 10Hz - 20 Hz   ,Frequency FFT umbral 10Hz - 20 Hz   ,FFT umbral 20Hz - 30 Hz   ,Frecuecia umbral 20-30,FFT rms,FFT peak2rms,FFT ENERGIA,FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS,FFT 2DO PICO MAS ALTO,FREC 2do PICO en FFT,FFT 3ER PICO MAS ALTO,FREC 3er pico FFT,WAV A6 FFT VMAX,FREC MAX WAV A6,WAV A6 FFT frec media,WAV D6 FFT VMAX,FREC MAX WAV D6,WAV D6 FFT frec media,WAV D5 FFT VMAX,FREC MAX WAV D5,WAV D5 FFT frec media,WAV D4 FFT VMAX,FREC MAX WAV D4,WAV D4 FFT frec media,WAV D3 FFT VMAX,FREC MAX WAV D3,WAV D3 FFT frec media,WAV D2 FFT VMAX,FREC MAX WAV D2,WAV D2 FFT frec media,WAV D1 FFT VMAX,WAV D1 FFT frec media,WAV MEDIA DE LA ENERGIA,percentage of energy D6,percentage of energy D5,percentage of energy D4,percentage of energy D3,percentage of energy D3.1,percentage of energy D1,percentage of energy A6,WAV A6 (RMS) root-mean-square ,WAV A6 the difference between the maximum and minimum values,WAV A6 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D6 (RMS) root-mean-square ,WAV D6 the difference between the maximum and minimum values,WAV D6 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D5 (RMS) root-mean-square ,WAV D5 the difference between the maximum and minimum values,WAV D5 the ratio of the largest absolute value to the root-mean-square (RMS).,72 WAV D4 (RMS) root-mean-square ,WAV D4 the difference between the maximum and minimum values,WAV D4 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D3 (RMS) root-mean-square ,WAV D3 the difference between the maximum and minimum values,WAV D3 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D2 (RMS) root-mean-square ,WAV D2 the difference between the maximum and minimum values,WAV D2 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D1 (RMS) root-mean-square ,WAV D1 the difference between the maximum and minimum values,WAV D1 the ratio of the largest absolute value to the root-mean-square (RMS).,Energía de las componentes de la senal,ang_seg_mom,area,contrast,correlation,entropy,inv_diff_mom,kurtosis,maximum,mean,perimeter,skewness,std_dev,x_center_mass,x_centroid,y_center_mass,y_centroid,Etiqueta
0.099519626331157,0.22659276598987682,0.10262648441514709,0.0,0.013447266663917,0.907095469233874,0.115646258503401,0.22660180573167635,0.1639975267772841,0.110557120017061,0.12546362699085778,0.226631720673851,0.538296639024085,0.115646258503401,0.128440366972477,0.08405945062959706,0.0764193901772723,0.00634850587226757,0.12546362699085667,0.00634850587226757,0.116506383383937,0.0955598096679254,0.116847826086957,0.0402850646944786,0.151700420328621,0.151595245199001,0.618683226737483,0.11006869137502628,0.237481933923106,0.18477672095331,0.0397479398933592,0.18173626401650386,0.0535372848948375,0.0125094243668403,0.851351351351351,0.0551221079339141,0.118834935298324,0.939393939393939,0.144173075352973,0.170390012034555,0.84375,0.199866857614833,0.190984723780601,0.06640625,0.194929041966487,0.117600322131037,0.281124497991968,0.103968974894614,0.0298475703930082,0.609533468559838,0.0623301412597787,0.581108232864253,0.122397136454257,0.12603878349228764,0.0960600215000532,0.353464847861143,0.67898936795701,0.158120754105053,0.0319252626384123,0.0605637076258606,0.00687969467662193,0.0679665358598828,0.08332094082658387,0.133384418635927,0.177183931403716,0.15490376536800213,0.35317730151144,0.25323039230194,0.1937114912080567,0.276762864076296,0.335303533187559,0.311384868014749,0.241358681425711,0.155395103799999,0.0941190957088799,0.0340354018237383,0.0507871018822977,0.0298386806516248,0.0985935952799797,0.132521869107421,0.0535958347385998,0.168217155349704,0.13942550832638,0.9940871381273757,0.5861601085481681,0.0028865507436705564,0.8636617335107333,0.009106016849570308,0.9933315386870589,0.07898809568877051,0.13548387096774195,0.0011601199993060973,0.7500000000000001,0.2623473098527091,0.01476650398657723,0.50390625,0.5039062499999991,0.5039062500000004,0.5039062500000004,1.0
0.0858188877665307,0.8735690647147955,0.7954422891291228,0.0,0.0507934511270124,0.351758166165705,0.306122448979592,0.8735379733318716,1.0,0.238391124441243,0.5515001733064556,0.400410763685137,0.21532753326509718,0.306122448979592,0.431192660550459,0.6093623692527322,0.158920127164543,0.026218768804211,0.5515001733064555,0.026218768804211,0.455804776645822,0.83098420631329,0.587635869565217,0.566581001830342,0.15246465418418,0.72692437922673,0.0101712178724567,0.6508476837831454,0.699654466442045,0.26397624533741,0.119728550654387,0.274405398490229,0.219885277246654,0.0205833559619942,0.702702702702703,0.0468628781969449,0.0295984332880445,0.636363636363636,0.0601428116453514,0.207176375902648,0.828125,0.224266605375647,0.263003594100793,0.6328125,0.473211432745306,0.415379498923158,0.417670682730924,0.622485623934126,0.425237071338043,0.217038539553753,0.977718094472596,0.520815790159078,0.726808125749181,0.549357350966632,0.000862121737702203,0.0512356941370528,0.307058870661517,0.418242703811342,0.373240052042409,0.124396442620771,0.000396185336388335,0.03298413080903908,0.030045593634762183,0.155448276165965,0.0450746660198398,0.01945000247525804,0.131005859339862,0.242764925726088,0.1678978226629087,0.211514255494477,0.569589520836123,0.437142928054923,0.148507640139082,0.687016529664436,0.656894353627491,0.171732807973221,0.708297907572958,1.0,0.472773915601436,0.650998645428994,0.468210367867084,0.36393375836548,0.151848675236928,0.6285666682993197,0.19208306294613883,0.3330062250300974,0.9621815944053848,0.4663486191551194,0.6956224035487608,0.0003787579689894364,0.5483870967741935,0.33339635642023424,0.40217391304347827,0.009666804277626421,0.49954563240925476,0.15234375000000078,0.15234374999999895,0.15234374999999922,0.152343750000001,0.0
0.0774192873310989,0.21165372368027016,0.09362376965454036,0.0,0.015483892124427,0.882480944552528,0.122448979591837,0.21166521502469193,0.1545920031869986,0.130987960770602,0.0949332018009819,0.259145878990376,0.49124506506799237,0.122448979591837,0.114678899082569,0.0835970497924624,0.0922859076383414,0.00912031435579012,0.09493320180098182,0.00912031435579012,0.0992910668454643,0.130341057974402,0.0271739130434783,0.0826266012611442,0.251050821551395,0.162894900512917,0.487907958443935,0.1217074893527542,0.219859599603724,0.247594558414654,0.056228793019874,0.2359984432893223,0.0702676864244742,0.0240427709466244,0.918918918918919,0.151453864924714,0.130622082303349,0.0909090909090909,0.161346519872876,0.163422770586871,0.6796875,0.186207132765879,0.203770170383138,0.14453125,0.205219901620237,0.0707531041153494,0.150602409638554,0.108542134617357,0.0544793729845621,0.608519269776876,0.0815537035831591,0.58452206997379,0.13940639185077,0.09822358323982806,0.112036046855182,0.270740257321567,0.722722913990875,0.140889560262358,0.039461388645664,0.0639088962874952,0.0552743880562632,0.07848446869356814,0.22601748971108124,0.524068029078715,0.180371207671089,0.12120207877339825,0.276320102937941,0.211938677682632,0.17494671316211471,0.334263947603906,0.338110816880033,0.262856849780588,0.138322594645709,0.141922976983173,0.116676574921648,0.121750862232561,0.0579134390592236,0.0310395892317476,0.099136511165212,0.133299704361182,0.0373905507832065,0.107214850981423,0.182709020910953,0.9132231372460065,0.7029884456879913,0.06743517605630463,0.9338927740799523,0.12151250151968178,0.9135896601397206,0.003603909993468126,0.4903225806451613,0.0523062230104685,0.8276397515527951,0.046256053565317666,0.17495310349266738,0.5377604166666666,0.5377604166666656,0.5377604166666663,0.5377604166666664,1.0
0.102425883512239,0.2733018014464634,0.13281164965524522,0.0,0.0115767160528903,0.910015046928438,0.102040816326531,0.27329562328996176,0.1604204681373134,0.0928344042865475,0.10669168372645106,0.48019831622816,0.5428242433104256,0.102040816326531,0.610091743119266,0.0978941695847801,0.0539587957258028,0.00327938870229615,0.10669168372645199,0.00327938870229615,0.34589604657459,0.110566546460174,0.478940217391304,0.147490048664729,0.895299961788307,0.233356066895712,0.237989171896882,0.09134346562563742,0.258364660152982,0.170249972862885,0.0334464372273388,0.1822106207687726,0.0401529636711281,0.0136274514617167,0.0540540540540541,0.085738155165561,0.153485937587741,0.727272727272727,0.157633300608478,0.221017053659289,0.84375,0.339110935283252,0.139289545743485,0.1171875,0.213091174048905,0.0853037213787658,0.0401606425702811,0.121295828402542,0.0308916416442611,0.758620689655172,0.13510956337357,0.463721775241786,0.382901640470207,0.10787502863455625,0.0882511565113196,0.574458260156424,0.419570764860463,0.126788486053686,0.0510456508957875,0.198457399154099,0.0076972306423972,0.06645841407592973,0.09303187638084497,0.21871763222588,0.192160265846033,0.17685871399422268,0.40629541541056,0.361463447330323,0.24108676762089523,0.214511061303827,0.291128025611941,0.211387277796463,0.144408631541226,0.155530867170078,0.166207817211773,0.205317959067485,0.085405845081979,0.0394908323447294,0.0511267345004394,0.335245830564916,0.0668747823535065,0.0568425197155736,0.171113960409493,0.8302829144230232,0.778142039660534,0.1699467880899321,0.9423983397707953,0.23068979991315772,0.8419290330281441,0.0013897678551611002,0.5483870967741935,0.13215156453807264,0.8742236024844721,0.024947842808470472,0.3029646059498077,0.5299479166666667,0.5299479166666656,0.5299479166666671,0.5299479166666671,1.0
0.0917370469894285,0.4143610808665157,0.24270539576507494,0.0,0.0265867814055067,0.723574841269581,0.108843537414966,0.41437100540699007,0.37952370955618514,0.14101073970555,0.2601539655052403,0.440031761999236,0.3661293074036166,0.108843537414966,0.302752293577982,0.20073330999507094,0.0742849094559551,0.0060137677080158,0.26015396550524017,0.0060137677080158,0.376016187500788,0.345781674270471,0.676630434782609,0.186261986658661,0.649980894153611,0.282067257923497,0.158823880262598,0.27423051041766444,0.485033773171574,0.182777055686019,0.0707707222491517,0.177101812927623,0.0501912045889101,0.0290550540547967,0.702702702702703,0.110877309474993,0.129889379759159,0.560606060606061,0.126736211727023,0.18552012203484,0.984375,0.163021760723331,0.16760757869006,0.23828125,0.289056075665119,0.236535346127964,0.475903614457831,0.251820278957749,0.125070993663783,0.283975659229209,0.291440998648601,0.47102120164011,0.278913643355118,0.2662089296928133,0.0424114130127929,0.125013801028299,0.530258451796299,0.343389388521183,0.168312284580345,0.0889743264966581,0.0389437488681137,0.08069956965489392,0.14458686450167332,0.226329965041304,0.144331025119495,0.08845702918841218,0.181170357447336,0.215970588485895,0.18895716615815014,0.37723658003962,0.43216888562202,0.498218366686118,0.431083890714208,0.351240786225143,0.421360143346386,0.273699432818287,0.248175028739592,0.266708190595496,0.284488484016658,0.28488567759314,0.0710580706658128,0.0779959715244954,0.141334191669705,0.9385104831860125,0.4480772310103912,0.048500752704705934,0.8860048584499424,0.08260506857331068,0.922915748619964,0.007656002029234702,0.4258064516129032,0.02646295831787615,0.6475155279503105,0.07129785857017437,0.11376961889290008,0.2513020833333339,0.2513020833333323,0.2513020833333335,0.2513020833333335,1.0
0.0943570370655878,0.390324628573817,0.22198982736563594,0.0,0.0147057021486103,0.887028978194043,0.122448979591837,0.3903254063975033,0.27792545050235057,0.122379626828349,0.20896089409967855,0.22856065051555,0.5356000511770724,0.122448979591837,0.146788990825688,0.18177660724990946,0.120413913752907,0.0152627103631202,0.20896089409967844,0.0152627103631202,0.201446194118488,0.131173990580946,0.617527173913044,0.0858822145479236,0.397019487963317,0.28973855667634,0.350340531186908,0.13165175520764477,0.223128591970205,0.281533673310053,0.0896752302472128,0.2928511907359128,0.0630975143403442,0.0160549974140498,0.72972972972973,0.0778992011712117,0.116819890757945,0.575757575757576,0.145677524578407,0.240000788110022,0.828125,0.212988329677373,0.248829655718436,0.390625,0.330233475186691,0.143663899331141,0.164658634538153,0.1751452207054,0.0716849890364769,0.239350912778905,0.176979300064513,0.305889186709089,0.201398685665304,0.22142707005203005,0.0786796437806207,0.227304726048763,0.750480033779922,0.158947386312988,0.0600783548520129,0.0458710846822899,0.0205632778776701,0.05370289915288125,0.08411457457656077,0.228085768264734,0.18118679096268,0.13255609789951214,0.274324913532814,0.256874272817213,0.15235221219346426,0.145315211295437,0.498421829415123,0.439650091164618,0.237391011267009,0.228393645089255,0.155043898507602,0.0629009409104326,0.132895450059145,0.0813874176401421,0.100708714466443,0.180224895248872,0.0640453800610364,0.125266125891426,0.207368728393183,0.9954034767493698,0.6178101586927024,0.0027307332041189955,0.8422995923848333,0.007321317325738463,0.9941886902132566,0.09126729473011516,0.18709677419354842,0.0011432178960255612,0.7717391304347826,0.2851141150383838,0.016481132491975716,0.4023437500000002,0.40234374999999895,0.402343750000001,0.402343750000001,1.0
0.090413078007622,0.6413261668139602,0.4786110291572175,0.0,0.0212033651685824,0.701140714373443,0.115646258503401,0.6413510111577945,0.5339218493897826,0.133722229274792,0.5435158586750765,0.169576679380781,0.44424897645854655,0.115646258503401,0.055045871559633,0.26399284132021245,0.147056185709268,0.0225293520845521,0.5435158586750743,0.0225293520845521,0.079028637387013,0.0328553488408058,0.0230978260869565,0.00762178114784019,0.102789453572793,0.408869022924897,0.830100956848887,0.4962431966390511,0.145174468440627,0.384075066608769,0.0688317983519147,0.38971888263303467,0.0898661567877629,0.0214147371018567,0.635135135135135,0.0995292826176881,0.132392310487351,0.666666666666667,0.162853311895729,0.284876169596492,0.890625,0.3836785205994,0.584454120093173,0.15625,0.396437032652604,0.130810775626481,0.196787148594378,0.140922138191777,0.0322912163288387,0.438133874239351,0.0587151128531904,0.517310248045868,0.151694490646488,0.5425380747434227,0.0347599679854696,0.329784079442003,0.82540375537436,0.0759993234950175,0.00658555492881939,0.0194136846804152,0.00278439479041057,0.0713380136103077,0.14174404226489312,0.322048581663587,0.205843318406105,0.12409948616359648,0.167767083909115,0.48829243756147,0.408522405372288,0.378604977304797,0.735451569486414,0.585291847050598,0.161272686698879,0.225718091064219,0.236523884258838,0.224409114866246,0.0456782752419617,0.0320382139557269,0.124289320102533,0.159239012709158,0.040061888815931,0.0709134477500532,0.255951683023977,0.6395538809198605,0.8171410030592378,0.3869144057449961,0.9681505703200717,0.48244910759530724,0.62025217685364,0.0006708383509462834,1.0,0.3786272195557707,0.8975155279503105,0.013682054147889831,0.5992248662735548,0.5182291666666655,0.5182291666666667,0.5182291666666674,0.5182291666666673,1.0
0.103413878059103,0.5815804888103863,0.40944474530216196,0.0,0.0452195991125596,0.675335671033096,0.122448979591837,0.5816264540509349,0.7574695700569083,0.246308248623161,0.6302580090953828,0.172038074230866,0.35350962768679606,0.122448979591837,0.119266055045872,0.24758306742887734,0.140808310357393,0.0206987495122033,0.6302580090953807,0.0206987495122033,0.122441965929321,0.13649605101025,0.0135869565217391,0.0293097520961842,0.643867023309133,0.307382660316922,0.361241345127999,0.31363468566686714,0.250069315579808,0.302409441216502,0.0736791080950073,0.3027861585679874,0.0454110898661568,0.0133845668382926,0.0135135135135135,0.043899884647382,0.0825325711211009,0.878787878787879,0.104253571142001,0.32095673901229,0.84375,0.248039547966957,0.269801049457298,0.26171875,0.33604674943308,0.193030875210059,0.248995983935743,0.207773049131797,0.0559240153431854,0.113590263691684,0.0902902371410854,0.47703190039722,0.0758264729978044,0.6290308244086487,0.0242222098770925,0.248001607028497,0.729094292368494,0.253530593274237,0.0253252843103414,0.0120157863105877,0.00594745873700426,0.05083671171700746,0.07182856084010818,0.169304826056212,0.171540270124176,0.09989578138736976,0.166926204629663,0.392874003010615,0.4255850130389937,0.549228511711974,0.641195168712245,0.810655550666412,0.495885885862299,0.383385304895265,0.457084836162598,0.265113617811955,0.106412578946063,0.0627514938963705,0.105035407814895,0.100955955601643,0.0333368809700324,0.0953261726980123,0.214707116994562,0.606526639388574,0.7425984139157402,0.5864468048373225,0.9120381044306969,0.47895866195498216,0.3840675257077564,0.0006841398605056506,0.832258064516129,0.3123165928977203,0.8524844720496895,0.01377842774098213,0.49158317866847345,0.51171875,0.5117187499999991,0.5117187499999998,0.5117187499999998,1.0
0.100680897887448,0.30483161604328923,0.15493241275260075,0.0,0.0207766340205797,0.859912546150881,0.142857142857143,0.3048239537749437,0.3130622538875625,0.178217068226466,0.12475700151117346,0.278888183658072,0.48503070624360267,0.142857142857143,0.197247706422018,0.11180316323400623,0.0691758315600774,0.00524928204835818,0.12475700151117337,0.00524928204835818,0.208968144034055,0.127534170589393,0.0142663043478261,0.0858606173361324,0.430645777607948,0.256012546556213,0.314812305029129,0.1068089905867369,0.231518132013723,0.249522425494161,0.0499272903538536,0.2173638796591467,0.0879541108986616,0.0225481031345165,0.513513513513514,0.136706250015464,0.0988992601851874,0.636363636363636,0.128616521695734,0.190981599108412,0.875,0.255454363657844,0.214560235513022,0.21875,0.291185129098199,0.154412714419029,0.188755020080321,0.146823442404438,0.0458399277026757,0.363083164300203,0.135465582087137,0.426361687730151,0.233806874929214,0.12559985708834284,0.042462637050162,0.293562459700236,0.69331236922057,0.158831226052789,0.0510771151971946,0.0738426777648986,0.01925828039748,0.07546419238072626,0.16319572986941497,0.311463111458701,0.141391323196859,0.07799353940890465,0.128036251829387,0.274256241554308,0.2335014555070075,0.341805388544717,0.402714765702527,0.393640499557231,0.332765543477126,0.187911762421721,0.180985088630822,0.172541759048893,0.0936577190570906,0.0890433280550166,0.21631245957098,0.193979196436616,0.0678420961839301,0.138757342824475,0.281650633829518,0.8980397220441172,0.5274530790429557,0.0858480198951793,0.9187371542001723,0.13768323454609593,0.8987670955113103,0.003194897519578509,0.4258064516129032,0.05686499077421825,0.7080745341614907,0.042764544076045234,0.17809957797318038,0.5624999999999989,0.5625,0.5624999999999996,0.5625000000000012,1.0
0.0515904776835019,0.9302446970556696,0.8843435291371163,0.0,0.00717932038066604,0.498051789227814,0.197278911564626,0.9303174134502242,0.3013516125317628,0.0286718655789037,0.9980556646428483,0.11855867703356,0.6658297082906858,0.197278911564626,0.284403669724771,0.563827469583027,0.201254713157883,0.0416618035797671,0.9980556646428502,0.0416618035797671,0.302142205842546,0.342464610953402,0.581521739130435,0.156578211038412,0.0233091325945739,0.58623027118885,0.163155651473829,0.9100804258919587,0.486712090725801,0.329164479114342,0.130392632089191,0.351200547982247,0.0822179732313576,0.0428941114057531,0.0,0.0800238552213208,0.157859100972932,0.757575757575758,0.246973384975284,0.183660329074941,0.890625,0.284395417517084,0.317978186222008,0.32421875,0.546181232308185,0.352402682150068,0.391566265060241,0.527963605932153,0.268542774156758,0.212981744421907,0.476450420012165,0.221353846413976,0.325309561551178,0.9941848729675204,0.0352081039549779,0.0924573515537835,0.573736355135699,0.422879160218032,0.141883750271395,0.0348985646089786,0.00149726780293846,0.11356220733573896,0.14291004223578738,0.208565425694512,0.323843562861513,0.2757848930094402,0.354197820064015,0.345775718926735,0.27155300247005326,0.31337960455789,0.822995671684605,0.646529418106295,0.159237666580457,0.72825211474052,0.63037863761081,0.136142124451317,0.447363067043926,0.512171980470346,0.31500588676039,0.337148414907614,0.240482489655123,0.326312883973152,0.0996764330663032,0.6076031027576672,0.3859190776776759,0.46132926412335096,0.9233181159079492,0.4811298156266414,0.520196043887708,0.0005097952247070333,0.6064516129032258,0.29452982551640794,0.5962732919254659,0.011513261682933722,0.4493764056830194,0.3098958333333327,0.3098958333333333,0.30989583333333426,0.30989583333333426,0.0
