WAV A6 (RMS) root-mean-square ,WAV D4 FFT frec media,ang_seg_mom,Varianza tiempo,WAV D3 FFT frec media,maximum,WAV D5 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D2 the difference between the maximum and minimum values,FFT rms,TIEMPO peak2rms,percentage of energy D5,WAV D3 FFT VMAX,Entropia tiempo,WAV D5 the difference between the maximum and minimum values,minimum,WAV MEDIA DE LA ENERGIA,WAV D6 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D2 (RMS) root-mean-square ,Max. Frecuencia,percentage of energy D5,Etiqueta
0.0511847156005255,0.194149292129014,0.8605991530661777,0.0924555504269363,0.0759701723078603,0.5483870967741935,0.238003547088498,0.0292330130592248,0.146642417543213,0.114632258866792,0.335601239895382,0.0753611673140959,0.0,0.1681428441871098,1.0,0.1076548638456758,0.497453174149578,0.0508387096577702,0.311926605504587,0.335601239895382,1.0
0.0712579038513783,0.0760771583771573,0.9036312348511036,0.0848521617692472,0.0180831161376993,0.5483870967741935,0.345494287331938,0.0529550544306055,0.0332927765543003,0.150262815789392,0.568790030873871,0.0176845814965873,0.0,0.247489239483556,1.0,0.3532065991975147,0.412743615575574,0.0544766133476548,0.591743119266055,0.568790030873871,1.0
0.0638577766572438,0.0700847105462321,0.9348489299664972,0.0381717457034838,0.0390791735214382,0.464516129032258,0.48417913854675,0.123418901331005,0.0066108451860146,0.215653292064482,0.114227705253477,0.046991784385607,0.0,0.1019319421239734,1.0,0.1726341203299889,0.718875487674986,0.101764146511678,0.76605504587156,0.114227705253477,1.0
0.097421888087978,0.281139313293005,0.970537429505922,0.2826110312277561,0.124298304767285,0.3225806451612902,0.35869403610386,0.0382117195581243,0.346992591394199,0.109614758849682,0.705116243974339,0.116935772393512,0.0,0.4554648428728065,1.0,0.2523351711245915,0.285618991888608,0.068585579969551,0.0412844036697248,0.705116243974339,1.0
0.0133773536616537,0.482548082624432,0.8525956948108272,0.5669446051571428,0.169028170117708,0.7870967741935484,0.568424126055639,0.0417522601044205,0.477314911913918,0.147988680265271,0.415600888555026,0.223781143942118,0.0,0.6620438641298867,1.0,0.5845765262615824,0.341218138194062,0.0526135998076854,0.0412844036697248,0.415600888555026,1.0
0.0336749911690506,0.154869781385502,0.9739751961447268,0.0623260360773546,0.0999578605434237,0.4,0.284000371719719,0.048785484680768,0.152095612774107,0.130436487103134,0.355660828681931,0.0792741294325471,0.0,0.1628585892576911,1.0,0.0468065035243928,0.169273497392507,0.0973323747322617,0.527522935779817,0.355660828681931,1.0
0.065078881265417,0.124579438599051,0.92015503164823,0.0441429822054587,0.0418653317729009,0.4903225806451613,0.235291807483739,0.0276346511925489,0.0853136199667359,0.111185278255775,0.385475918020025,0.0314678940108821,0.0,0.1335933944293939,1.0,0.0590241792330743,0.448919543166324,0.0395513735543999,0.701834862385321,0.385475918020025,1.0
0.1115013020438294,0.186318647767533,0.9063911029942412,0.1059787263784297,0.123604382350347,0.432258064516129,0.335607819275991,0.0811244061222708,0.172889119762632,0.159591893886489,0.374941779579233,0.0823959947872646,0.0,0.2239345728041407,1.0,0.1182034486198072,0.472489022350091,0.121624191353168,0.353211009174312,0.374941779579233,1.0
0.0990576741003942,0.215644195325147,0.9218816786854842,0.1104182458106274,0.0909226344443991,0.5483870967741935,0.27207031175902,0.0496392444570139,0.177482624204776,0.12051724337545,0.198440504036038,0.0767884664884944,0.0,0.1427609892871545,1.0,0.1163317041930781,0.472035805568843,0.0963258922840372,0.348623853211009,0.198440504036038,1.0
0.0465231649611945,0.336807456485624,0.8840432070425632,0.1846404794577245,0.1005708868723,0.4903225806451613,0.0507792043283491,0.0369217062633798,0.36661219058303,0.0691338796828605,0.53318317733208,0.0959625560778604,0.0,0.2014661933590145,1.0,0.0956079111159292,0.273253870920153,0.0775099046708466,0.0596330275229358,0.53318317733208,1.0
0.0884130325187335,0.548462310360118,0.749911558150196,0.3314729651475561,0.206841489689245,0.6967741935483871,0.119225693552905,0.0210671275978748,0.551729716982739,0.0710329303288434,0.376392224326076,0.189892709283864,0.0,0.2547877714235362,1.0,0.1588251489936343,0.985807979467606,0.047164239615733,0.055045871559633,0.376392224326076,1.0
0.1103114252517757,0.160603456992265,0.9899404340808976,0.0442648241515178,0.0889188266855988,0.1354838709677419,0.230385583162572,0.0337754281989076,0.106520266116375,0.122165433954522,0.244966912019638,0.0680270947319922,0.0,0.108127326331507,1.0,0.0463156290283974,0.211835224073251,0.0702057603034725,0.559633027522936,0.244966912019638,1.0
0.0703266964252497,0.302031253614365,0.9706240264023048,0.2261158577972083,0.132097138022176,0.3548387096774194,0.345811958253436,0.0416154982086899,0.34802103447922,0.128514806308977,0.681839111217835,0.103960342664355,0.0,0.4144606555593787,1.0,0.1587374392475584,0.432669542994071,0.0677442412674826,0.0871559633027523,0.681839111217835,1.0
0.0284450113689645,0.164691181183167,0.8908517484316425,0.0336821405778892,0.0544513970122038,0.4903225806451613,0.127318151546866,0.0104169342711088,0.0984482318580888,0.120636576053841,0.245743103938196,0.0454744354041746,0.0,0.0817734002431886,1.0,0.0287953216162776,0.218939513135765,0.0257112952541508,0.0825688073394496,0.245743103938196,1.0
0.0402054316801293,0.266199162332717,0.766442856745107,0.1999076797916504,0.142383197274484,0.6967741935483871,0.542926110706777,0.117326095140978,0.258194634625619,0.153436811646031,0.374137942728123,0.146142302334948,0.0,0.3728686974195819,1.0,0.2044993654998218,0.286766720166588,0.0806594455342876,0.114678899082569,0.374137942728123,1.0
0.0703383982172614,0.307845931742435,0.8648079079091776,0.3219905644183308,0.132365743810139,0.6258064516129032,0.322094401730285,0.0553569545262825,0.34589830671204,0.144460903072597,0.488608869385239,0.153936412519237,0.0,0.4065346280325847,1.0,0.3289777120054039,0.691605442466557,0.072941910381278,0.0825688073394496,0.488608869385239,1.0
0.0485794351181936,0.38340660838751,0.967151802899266,0.3107604544990645,0.143213690256556,0.5290322580645161,0.385914446041093,0.0828708647812004,0.338542264580314,0.117982376869332,0.379245405659945,0.164895599628751,0.0,0.3860893423253225,1.0,0.3154880180822333,0.537522132805989,0.0831247729896327,0.0871559633027523,0.379245405659945,1.0
0.100588826394462,0.260037014135293,0.9547746492344776,0.1894988911414523,0.0786236855040491,0.6967741935483871,0.232469984903547,0.0505537906037151,0.25401615680337,0.210520765609714,0.419112467010993,0.0438476794547373,0.0,0.250777651081862,1.0,0.1890897700416704,0.244181801598352,0.0787401728590124,0.114678899082569,0.419112467010993,1.0
0.076840896654432,0.494242659693369,0.8015731439121053,0.7870735532456414,0.488119175644376,0.6387096774193548,0.262465464619861,0.311277016012615,0.534726789034862,0.0545028412004754,0.115172018780813,0.351895382794771,0.0,0.276144370205354,1.0,0.9247378726789716,0.915051810976371,0.277026709822027,0.146788990825688,0.115172018780813,0.0
0.0824376964365974,0.118168525294871,0.9893838206026486,0.0564216231951414,0.163017988544955,0.2516129032258064,0.361950564917371,0.227956902750361,0.123628734136415,0.232292846958134,0.0786295770426195,0.113665041831619,0.0,0.078259618836331,1.0,0.0559461234771266,0.27864559487823,0.169186629414501,0.660550458715596,0.0786295770426195,0.0
0.0511187249872283,0.379749168715623,0.6846233880813039,0.4960611111909072,0.121655482332555,1.0,0.306251507024864,0.029263329841818,0.475552767264755,0.145226080086826,0.606207614320364,0.0982743639332639,0.0,0.5137805213752711,1.0,0.4534523908022674,0.290547701400945,0.0720790319796536,0.0275229357798165,0.606207614320364,1.0
0.0448019547420723,0.232418597878396,0.9476595566100028,0.1431123230213003,0.260946049345771,0.3096774193548387,0.262524590536693,0.159495139426765,0.239105698513703,0.155725155486505,0.112846668838454,0.152607140359165,0.0,0.1102372874931914,1.0,0.1189967680389799,0.429914884866769,0.188250425709434,0.454128440366973,0.112846668838454,0.0
0.0353428325267059,0.247883667590225,0.9182692678326112,0.2327590480221391,0.162783762714473,0.4903225806451613,0.363512168163712,0.0894377014468248,0.258717344363693,0.20474145109632,0.495350371847144,0.149005649013559,0.0,0.3736664608865367,1.0,0.2731732830429156,0.480654691264944,0.0945387992957037,0.146788990825688,0.495350371847144,1.0
0.0323208241286918,0.206936234533767,0.7398865138324086,0.2601863846144005,0.162616984079646,0.6064516129032258,0.416207773263405,0.587180508340231,0.266158759267901,0.263714341952381,0.127216033121138,0.120109816035589,0.0,0.2095231424976868,1.0,0.3249496015544261,0.310875095892381,0.28297660322225,0.752293577981651,0.127216033121138,1.0
0.0742057213743993,0.174297535706431,0.9202139605942792,0.1074233150962759,0.0652942077561309,0.6064516129032258,0.264703206747202,0.027436242263081,0.159145902398231,0.153507030150287,0.513691978646558,0.0611234015284076,0.0,0.2197057507630394,1.0,0.1286623679029468,0.180721223079574,0.063305689799975,0.426605504587156,0.513691978646558,1.0
0.0618770345034907,0.152279877990418,0.9922975866692578,0.0662969519796277,0.0921717777085595,0.2967741935483871,0.354557295286188,0.0453363659144807,0.106166191380379,0.142403273044078,0.205486629225576,0.0798262436015152,0.0,0.1350842167559103,1.0,0.0908149537495386,0.413229574415892,0.0942188034450426,0.665137614678899,0.205486629225576,1.0
0.028404600531885,0.570899574073222,0.9809919684441626,0.717535187679736,0.260755060076796,0.3806451612903225,0.228939649183051,0.0524895686457357,0.597437155138406,0.195883260851107,0.398541048146054,0.217773852089545,0.0,0.4539685620386751,1.0,0.6347500084943956,0.485460184318447,0.0737935002010009,0.0871559633027523,0.398541048146054,1.0
0.0616669206337269,0.232266576439731,0.836829597471327,0.1688672200871204,0.10175515329579,0.6838709677419355,0.304626224572973,0.0218395187365785,0.236422185310492,0.0967754870160788,0.566885340696425,0.103074538668891,0.0,0.3191922591598771,1.0,0.1696362459867674,0.238921522096746,0.0399295344466685,0.0779816513761468,0.566885340696425,1.0
0.1070723720138794,0.163929725115793,0.9951876658865202,0.0887562919167596,0.0604678484024423,0.232258064516129,0.461771340265826,0.0399207925709732,0.157434235630271,0.167568571724717,0.515938287649426,0.0529255030679846,0.0,0.2837607330520855,1.0,0.0904481055915315,0.274543730625304,0.0624380956682767,0.761467889908257,0.515938287649426,1.0
0.0632956357778692,0.165410948912496,0.8692830365821106,0.1578159192249156,0.0535115515918136,0.6258064516129032,0.477751711868573,0.0561715369651111,0.119448306948895,0.156829106290723,0.465745988013114,0.0764915126213029,0.0,0.3555672003874408,1.0,0.3684324217264857,0.262937812283772,0.0808182353986095,0.0779816513761468,0.465745988013114,1.0
0.0635158391442387,0.43634006551756,0.9160391063874472,0.5094023187256382,0.273492802690004,0.6967741935483871,0.749341504256192,0.0511985178953168,0.418890490518966,0.188621525775455,0.311734706987394,0.223014566823638,0.0,0.6158879025729148,1.0,0.5896140519351637,0.382704432136376,0.0646321825862368,0.110091743119266,0.311734706987394,1.0
0.0355584379686993,0.382696123898903,0.5676384251313273,0.3885229853002701,0.18752863634753,0.9612903225806452,0.354708214756831,0.0295948781382228,0.333543594957825,0.121800702466678,0.231647774306441,0.219486396457886,0.0,0.3094690096122053,1.0,0.5002390929649599,0.565561031868965,0.0495055731514238,0.105504587155963,0.231647774306441,1.0
0.0827397872111762,0.157458014299125,0.995250123458746,0.0700446805762987,0.109254936394463,0.0838709677419354,0.424006938273723,0.0600975289553025,0.129694546672242,0.134822024348624,0.256906964027816,0.0766038476973805,0.0,0.1667371100608798,1.0,0.0765275796311894,0.225865716129353,0.0818109742874285,0.692660550458716,0.256906964027816,1.0
0.0898858145711156,0.274436797386605,0.833460334527382,0.3482811261578764,0.423338755512984,0.4258064516129032,0.244400160164262,0.587778278152229,0.399612033473286,0.26946171627511,0.0441659420878012,0.251753558936019,0.0,0.1064048677536365,1.0,0.2994725036313037,0.456668670979771,0.456883315292146,0.362385321100917,0.0441659420878012,0.0
0.0952282981965073,0.332555942985115,0.8087747544909761,0.2408527310966505,0.143784525570474,0.6580645161290322,0.147394560293097,0.045206997744667,0.346485725633114,0.0900614266362272,0.336007509497742,0.0892087465608463,0.0,0.2173264121361648,1.0,0.1837232065521065,0.373333709671043,0.0881812793937692,0.055045871559633,0.336007509497742,1.0
0.0505274160965636,0.422787208393902,0.9291733247761575,0.4642146082091991,0.153686608734803,0.4258064516129032,0.417793588360543,0.0342692193545379,0.436875260305055,0.175257663510214,0.451859265807489,0.113414971483769,0.0,0.5199724592723419,1.0,0.4573142255699151,0.474547767229045,0.101776823504505,0.0504587155963303,0.451859265807489,1.0
0.0550004491382121,0.155343696832114,0.977648581007458,0.0559822207518508,0.0894538445159241,0.3225806451612902,0.456560772756283,0.0386815164395885,0.117400915712537,0.162975582583183,0.23291701486625,0.0890458373003537,0.0,0.1609918041509007,1.0,0.0586102310000224,0.479955210007724,0.0696582776305156,0.58256880733945,0.23291701486625,1.0
0.0644030813174781,0.140871203149755,0.9156114279812844,0.0801477616039913,0.0674540923988396,0.464516129032258,0.267685902949506,0.0341502020520629,0.0891147867240157,0.126858774205349,0.345136282886143,0.0588422560176552,0.0,0.1687372690707464,1.0,0.1536852138259575,0.229869959849539,0.0535651264626198,0.380733944954128,0.345136282886143,1.0
0.0213829406594017,0.275715200890038,0.792622562280835,0.4956625428160734,0.482008613781358,0.5290322580645161,0.172893131305789,0.648050771054667,0.499295534931197,0.22571014140547,0.0380632610603964,0.4080207173384,0.0,0.1020709138756268,1.0,0.4139397525628179,0.149431148906182,0.610354669209787,0.422018348623853,0.0380632610603964,0.0
0.0512750957717102,0.150051724009117,0.7513426175780064,0.1181797464036455,0.0612159474135338,0.6967741935483871,0.24321577115273,0.0496100438223828,0.146312000396404,0.153523946622214,0.503203718893761,0.0296825920499308,0.0,0.233357181629794,1.0,0.1707471186433532,0.513176136772406,0.121610933192254,0.353211009174312,0.503203718893761,1.0
0.0,0.0910131433013019,0.9837148816590268,0.0,0.043900200481354,0.2516129032258064,0.163784449943066,0.0,0.0,0.124944746420506,0.155880899765318,0.0454008049720299,0.0,0.0462246217198199,1.0,0.0166940656615189,0.196536062090909,0.0,0.142201834862385,0.155880899765318,1.0
0.0480235568917639,0.492492605365617,0.7477183485754889,0.8489913880854811,0.157874783073406,0.9161290322580644,0.266262239607912,0.0398407347318715,0.602996570588657,0.120145270696016,0.600352335112265,0.178684574507211,0.0,0.6627956367326217,1.0,0.8733628789717922,0.694937795102232,0.0164128128821737,0.0321100917431193,0.600352335112265,1.0
0.0793304164759984,0.152322421558444,0.885637602480772,0.1763120504885017,0.276222798514952,0.6387096774193548,0.0953217368693839,0.582080517327204,0.247171501325698,0.315815995203199,0.0488843905900885,0.173722821165172,0.0,0.0577643115118161,1.0,0.1705126004475843,0.332768972863453,0.360197218594505,0.458715596330275,0.0488843905900885,0.0
0.0465825906308145,0.427889776414417,0.6941561594336193,0.6045823622397266,0.15818626749029,1.0,0.275598087844256,0.0669697422972489,0.502611559490665,0.18573177021203,0.578728180745519,0.148771359374987,0.0,0.5337407518675195,1.0,0.6083426965133709,0.471789787473403,0.0852175561270179,0.0412844036697248,0.578728180745519,1.0
0.0340765013846978,0.163985965242576,0.8267767317134679,0.1520011399700992,0.221856794970057,0.6064516129032258,0.61676317125333,0.499033086766806,0.196652648741814,0.294537441810118,0.0908195411544129,0.123315893423931,0.0,0.1726050718431644,1.0,0.1813823668020794,0.274921849408412,0.31385803073301,0.435779816513761,0.0908195411544129,0.0
0.1158118483393483,0.224333030297289,0.6330458454256204,0.3188783904318423,0.0912263579583388,0.8838709677419354,0.416730007998141,0.0789775415175728,0.178588210568841,0.198993124368063,0.435188429534072,0.151900972955257,0.0,0.4197328362714364,1.0,0.8343855171740603,0.417121650262085,0.0525773540898621,0.0642201834862385,0.435188429534072,0.0
0.0447414798381224,0.278153744829198,0.7762675858334297,0.1652646355163111,0.137501767484331,0.6967741935483871,0.211411921307245,0.0475105744130463,0.237439869993768,0.14365396369255,0.279707644286591,0.105199624757159,0.0,0.1779900878501842,1.0,0.1625744253183828,0.390502745188356,0.108698973862587,0.321100917431193,0.279707644286591,1.0
0.0551104708048902,0.245340601603251,0.8943018157652323,0.2722574265385538,0.10169416899355,0.6709677419354838,0.389777238291156,0.0343049508600025,0.28157114390832,0.154616997280129,0.771075540543098,0.0694303732935092,0.0,0.5077236351282263,1.0,0.3268442244808046,0.586744385530321,0.0519564998104265,0.073394495412844,0.771075540543098,1.0
0.1425091798003896,0.38136841521676,0.7145486174018082,0.632563859598178,0.191623879202508,0.6387096774193548,0.201645337897316,0.123961328619761,0.395042129564677,0.0076590141934867,0.388331490828594,0.127198011554152,0.0,0.4095445092305831,1.0,0.9903512040737582,0.416496790594544,0.149296562750496,0.0504587155963303,0.388331490828594,1.0
0.066292070185035,0.235992132084785,0.9244260586375276,0.0968328147308503,0.13215374282688,0.4258064516129032,0.13821859241917,0.0257210273129843,0.22294392769487,0.081548906663703,0.457126720290781,0.102472757831549,0.0,0.1679799083388786,1.0,0.0615730558855703,0.126086660155923,0.0504401241109527,0.674311926605505,0.457126720290781,1.0
0.0721251586839503,0.0943926865121687,0.9226720986921522,0.0550665090868453,0.0735685373168371,0.5483870967741935,0.300626629598531,0.0540614315943935,0.0822248022351519,0.161291671800113,0.390987909696409,0.0420854608792888,0.0,0.1641637994236457,1.0,0.090189615272993,0.147892252031135,0.137557580415242,0.527522935779817,0.390987909696409,1.0
0.0715059891607601,0.16217473902401,0.9312442857712204,0.0933576329876804,0.14101019576685,0.3677419354838709,0.17246493947292,0.121775503708125,0.132478926153745,0.129542580831642,0.289248487192989,0.100087517436864,0.0,0.1391862445360814,1.0,0.1281981061720238,0.187981004097478,0.12408433048984,0.302752293577982,0.289248487192989,1.0
0.1326649017473296,0.375621772036525,0.9827335815688704,0.1644396407771254,0.145631867577063,0.2903225806451612,0.212438032826156,0.0550044058597056,0.375002093262039,0.106563334071524,0.200563853225458,0.105365399220306,0.0,0.1619602009073737,1.0,0.0796990341798661,0.457474360963857,0.141131784842301,0.298165137614679,0.200563853225458,1.0
0.0680269883343251,0.117826003716231,0.9145771939833852,0.0850783604657873,0.0748608511471381,0.464516129032258,0.345763154912906,0.385280909157135,0.13613654315813,0.372890562724687,0.31647531350403,0.0422051746906098,0.0,0.1894504139669098,1.0,0.1054657537146266,0.161867661007752,0.213062708950396,0.692660550458716,0.31647531350403,1.0
0.0402736692202574,0.366781021334335,0.8377284269984232,0.5329381700037054,0.127861494870289,0.6967741935483871,0.412467021383055,0.0389809837304572,0.430336913399415,0.140504230455843,0.512871858832,0.110362891679871,0.0,0.5947704935856213,1.0,0.6165684184627047,0.465590386883736,0.062737680082738,0.0229357798165138,0.512871858832,1.0
0.049204581592271,0.160986931643201,0.9514918446531668,0.1255153110224618,0.0809104990171704,0.4193548387096774,0.306761121837066,0.103766540236695,0.170502905757875,0.18750748326053,0.663375211782717,0.0415838219584661,0.0,0.306573696476473,1.0,0.1546630331104208,0.318123176586902,0.106081084529496,0.114678899082569,0.663375211782717,1.0
0.0575903111807191,0.274659725483699,0.8384865650533967,0.1874526920936779,0.295433358023114,0.464516129032258,0.210321748671622,0.270518867424103,0.311925663707799,0.174120825364819,0.138424335827255,0.19857247428184,0.0,0.1333309950135955,1.0,0.1322314485306416,0.288537849609299,0.283633418604633,0.330275229357798,0.138424335827255,0.0
0.048443603239741,0.285792484121333,0.8438688380123424,0.1932484880788752,0.122633380358515,0.7032258064516128,0.408921047789419,0.0507041217693516,0.292263128254818,0.100179932662004,0.471766034045963,0.0873481288079511,0.0,0.3431981547764329,1.0,0.1556107072850008,0.1921666700772,0.0716617226277037,0.128440366972477,0.471766034045963,1.0
0.0460708443973795,0.0946589440721395,0.932185208081238,0.049279537699486,0.0401830469496824,0.4193548387096774,0.207747432663637,0.201592396696404,0.0823425152922901,0.193743834299574,0.508688587900583,0.0274134579835484,0.0,0.158127853002078,1.0,0.074133653953378,0.208235479579501,0.139426570611446,0.463302752293578,0.508688587900583,1.0
0.0081251954294644,0.378776832130791,0.5308965379163058,0.6430370422618155,0.563347348938184,0.8451612903225807,0.174785765857344,0.939830118302414,0.610353094508654,0.212667472514216,0.0581616385149363,0.319064918306228,0.0,0.1449766720485797,1.0,0.4899640804557426,0.278891814627707,0.67512427442841,0.389908256880734,0.0581616385149363,0.0
0.0233695123027455,0.331379006442816,0.96070298156919,0.24443535687672,0.395852433424498,0.4193548387096774,0.304281263814447,0.245130243619055,0.418165836379317,0.176441892050878,0.116599571093244,0.221686300296341,0.0,0.1651354964683249,1.0,0.1334849666224919,0.147877478553979,0.285029017312545,0.426605504587156,0.116599571093244,0.0
0.0992687248019359,0.580553189611104,0.964631759491605,0.307496538696073,0.262209689521717,0.3677419354838709,0.0712735773604726,0.0657956666297656,0.562043738380899,0.116823008508052,0.265818125023496,0.167873329508439,0.0,0.1789028309622161,1.0,0.1253527253213714,0.040850184679144,0.123327334865996,0.0963302752293578,0.265818125023496,1.0
0.0535800702779571,0.427846510175715,0.3606235275178771,0.5990376731523336,0.625575473434721,0.896774193548387,0.343266927197718,0.647914991524497,0.556651395593053,0.215215363409579,0.0506863609415473,0.330795801096648,0.0,0.1768560267338091,1.0,0.5005726465738929,0.333769659553012,0.449892873255109,0.321100917431193,0.0506863609415473,0.0
0.067161507783382,0.511477226354892,0.6941117326022518,0.7597480733407053,0.489585193647605,0.7161290322580645,0.3392045285684,0.29582424146068,0.550868288654772,0.110399882815279,0.0950977254660631,0.437585496006657,0.0,0.2750013221682311,1.0,0.8180490876479133,0.549249308514199,0.27003169643481,0.151376146788991,0.0950977254660631,0.0
0.0249524742463713,0.226749899355206,0.8552942902078243,0.1279923337343645,0.105433769762923,0.5161290322580645,0.234533295656778,0.0870113297651132,0.210314525492773,0.101834261974939,0.331915465108929,0.0664769705900288,0.0,0.1889878016207274,1.0,0.1172143173910211,0.378876804856827,0.114317827288095,0.422018348623853,0.331915465108929,1.0
0.0215686017377328,0.110161606069376,0.996541490666568,0.0518891948842281,0.0546300610240486,0.1612903225806451,0.167085263249781,0.0274342876549251,0.0953188989114775,0.124187808523984,0.432722520720609,0.03277776139724,0.0,0.1343844985191761,1.0,0.0681152165714489,0.457743391069657,0.0545727263018526,0.967889908256881,0.432722520720609,1.0
0.0638637276539287,0.220090827851079,0.8019297848195973,0.202243049412121,0.0681253867888548,0.7870967741935484,0.365213059958938,0.0380716165591071,0.260066401026215,0.126193778018711,0.595573001953801,0.0711987707621137,0.0,0.3833287386403409,1.0,0.2068369388489481,0.563095736836694,0.0926928233325894,0.0229357798165138,0.595573001953801,1.0
0.0406203558414886,0.250280772492449,0.7019936422437657,0.1879502194837453,0.073039632837571,0.7870967741935484,0.179584947528897,0.0646437772746927,0.248464180418561,0.146031305270154,0.355709649522323,0.0689790833827517,0.0,0.2116511164510814,1.0,0.193327986825228,0.447377570886978,0.128786818139057,0.376146788990826,0.355709649522323,1.0
