WAV D3 FFT frec media,FFT umbral 20Hz - 30 Hz   ,MSE frecuencia,entropy,y_center_mass,WAV D4 the difference between the maximum and minimum values,x_center_mass,percentage of energy D1,WAV A6 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D6 (RMS) root-mean-square ,FFT 3ER PICO MAS ALTO,median,WAV D2 (RMS) root-mean-square ,Energía de las componentes de la senal,Valor FFT umbral 10Hz - 20 Hz   ,WAV D2 the ratio of the largest absolute value to the root-mean-square (RMS).,FFT ENERGIA,WAV A6 FFT frec media,Media frecuencia,TIEMPO DENSIDAD DE NUMERO DE PICOS SOBRE RMS,Etiqueta
0.103968974894614,0.0402850646944786,0.116506383383937,0.0091060168495703,0.5039062500000004,0.311384868014749,0.50390625,0.0605637076258606,0.133384418635927,0.177183931403716,0.1817362640165038,0.0,0.0507871018822977,0.13942550832638,0.0955598096679254,0.0985935952799797,0.1100686913750262,0.0551221079339141,0.084059450629597,0.538296639024085,1.0
0.622485623934126,0.566581001830342,0.455804776645822,0.4663486191551194,0.1523437499999992,0.437142928054923,0.1523437500000007,0.124396442620771,0.155448276165965,0.0450746660198398,0.274405398490229,0.0,0.708297907572958,0.151848675236928,0.83098420631329,0.472773915601436,0.6508476837831454,0.0468628781969449,0.6093623692527322,0.2153275332650971,0.0
0.108542134617357,0.0826266012611442,0.0992910668454643,0.1215125015196817,0.5377604166666663,0.262856849780588,0.5377604166666666,0.0639088962874952,0.524068029078715,0.180371207671089,0.2359984432893223,0.0,0.0579134390592236,0.182709020910953,0.130341057974402,0.099136511165212,0.1217074893527542,0.151453864924714,0.0835970497924624,0.4912450650679923,1.0
0.121295828402542,0.147490048664729,0.34589604657459,0.2306897999131577,0.5299479166666671,0.211387277796463,0.5299479166666667,0.198457399154099,0.21871763222588,0.192160265846033,0.1822106207687726,0.0,0.085405845081979,0.171113960409493,0.110566546460174,0.0511267345004394,0.0913434656256374,0.085738155165561,0.0978941695847801,0.5428242433104256,1.0
0.251820278957749,0.186261986658661,0.376016187500788,0.0826050685733106,0.2513020833333335,0.498218366686118,0.2513020833333339,0.0889743264966581,0.226329965041304,0.144331025119495,0.177101812927623,0.0,0.248175028739592,0.141334191669705,0.345781674270471,0.284488484016658,0.2742305104176644,0.110877309474993,0.2007333099950709,0.3661293074036166,1.0
0.1751452207054,0.0858822145479236,0.201446194118488,0.0073213173257384,0.402343750000001,0.439650091164618,0.4023437500000002,0.0458710846822899,0.228085768264734,0.18118679096268,0.2928511907359128,0.0,0.132895450059145,0.207368728393183,0.131173990580946,0.100708714466443,0.1316517552076447,0.0778992011712117,0.1817766072499094,0.5356000511770724,1.0
0.140922138191777,0.0076217811478401,0.079028637387013,0.4824491075953072,0.5182291666666674,0.585291847050598,0.5182291666666655,0.0194136846804152,0.322048581663587,0.205843318406105,0.3897188826330346,0.0,0.0456782752419617,0.255951683023977,0.0328553488408058,0.124289320102533,0.4962431966390511,0.0995292826176881,0.2639928413202124,0.4442489764585465,1.0
0.207773049131797,0.0293097520961842,0.122441965929321,0.4789586619549821,0.5117187499999998,0.810655550666412,0.51171875,0.0120157863105877,0.169304826056212,0.171540270124176,0.3027861585679874,0.0,0.106412578946063,0.214707116994562,0.13649605101025,0.105035407814895,0.3136346856668671,0.043899884647382,0.2475830674288773,0.353509627686796,1.0
0.146823442404438,0.0858606173361324,0.208968144034055,0.1376832345460959,0.5624999999999996,0.393640499557231,0.5624999999999989,0.0738426777648986,0.311463111458701,0.141391323196859,0.2173638796591467,0.0,0.0936577190570906,0.281650633829518,0.127534170589393,0.21631245957098,0.1068089905867369,0.136706250015464,0.1118031632340062,0.4850307062436026,1.0
0.527963605932153,0.156578211038412,0.302142205842546,0.4811298156266414,0.3098958333333342,0.646529418106295,0.3098958333333327,0.0348985646089786,0.208565425694512,0.323843562861513,0.351200547982247,0.0,0.447363067043926,0.0996764330663032,0.342464610953402,0.31500588676039,0.9100804258919588,0.0800238552213208,0.563827469583027,0.6658297082906858,0.0
0.736849215980417,0.147150824271121,0.290889603014942,0.4608764472082289,0.2760416666666666,0.763349420611066,0.2760416666666662,0.023009708017485,0.205727359457659,0.152639877146619,0.3461280271448804,0.0,0.595569470481955,0.218522883673411,0.620720895960771,0.225459443097465,0.6776791062220496,0.0591283425949027,0.6721241897363475,0.3128411804844759,0.0
0.101816478849144,0.0963235722643693,0.224113950364202,0.100058610667346,0.5794270833333334,0.20989279477163,0.5794270833333333,0.0916996240780441,0.170570950472279,0.21552595675974,0.1729907155075109,0.0,0.0923677339707086,0.16990578318746,0.163572962788073,0.0668285729282437,0.0685228554584035,0.090380490275904,0.0718386905445586,0.5484171662523764,1.0
0.404129776222115,0.0927164478320255,0.255740047851341,0.6331667449648789,0.4843749999999995,0.754608410838128,0.484374999999999,0.0131100987804121,0.32097738035844,0.106308342366001,0.2228725023753451,0.0,0.342630437117704,0.148857763022828,0.36358440525286,0.455685508148654,0.481868072844564,0.0607650927134949,0.341186669692076,0.1919552243984527,0.0
0.153538574160542,0.0267956781064359,0.139776712577692,0.1797778691372073,0.4752604166666668,0.465369706309065,0.4752604166666667,0.0190888599725821,0.295177186290247,0.0503557093144397,0.3869369833823217,0.0,0.0492267875786196,0.240154901937993,0.0506441154672226,0.171120363120603,0.3563957173473709,0.0568464787897561,0.1200887114321595,0.3989552255057814,1.0
0.0759701723078603,0.122663851890958,0.267758291936872,0.1869857431373452,0.5768229166666662,0.273393597089683,0.5768229166666666,0.129769618504436,0.296886624841073,0.171009278764985,0.1476075673723968,0.0,0.0508387096577702,0.150395140910162,0.126499254231061,0.111227870369379,0.1051213518647349,0.0383600534640292,0.0595598417993934,0.5391749602561035,1.0
0.0180831161376993,0.0673432592525792,0.284877060721099,0.1156454146439365,0.541666666666667,0.241180778060402,0.5416666666666656,0.19980390145003,0.570322525712077,0.237291619223999,0.1027787750679468,0.0,0.0544766133476548,0.0268866954336032,0.0673307752349591,0.210306479924085,0.0578239811850008,0.0535336003816209,0.0527539925591572,0.5376973972803044,1.0
0.0390791735214382,0.248312265026862,0.587284072489073,0.0787221137177446,0.5325520833333341,0.232416975499013,0.5325520833333334,0.421356185667365,0.303586747491353,0.0743032977114459,0.0310090590509343,0.0,0.101764146511678,0.0030622491856198,0.199400100725363,0.296108976351372,0.0309205581814447,0.0222376683457125,0.0358914783553302,0.513741044012282,1.0
0.124298304767285,0.0577026945366251,0.0741321107417781,0.0424686598791669,0.4830729166666661,0.383638013412813,0.4830729166666667,0.064324118455019,0.233617918679381,0.255004320327044,0.3481363402284586,0.0,0.068585579969551,0.361990087387395,0.0516609874023472,0.080574803051335,0.1788139012982254,0.128273127722953,0.3026592633969691,0.4524053224155581,1.0
0.169028170117708,0.02343505054591,0.035733350425347,0.2052366864991871,0.4830729166666661,0.842388881591177,0.4830729166666667,0.0049863435605551,0.478962287887414,0.131737456472761,0.3942199262402529,0.0,0.0526135998076854,0.362767529026113,0.0415462528057979,0.169599315928912,0.6416729820011344,0.0324149074808846,0.5763207006654533,0.356012142923606,1.0
0.0999578605434237,0.118931814655487,0.355722480498352,0.0397866648125455,0.5260416666666666,0.202025457916188,0.5260416666666655,0.153980100812871,0.125595196208871,0.116791440382772,0.1547707319500974,0.0,0.0973323747322617,0.13983619056503,0.127523817259004,0.0742201643074733,0.0439612571045281,0.0393313538401823,0.0275189338595853,0.5771494370522012,1.0
0.0418653317729009,0.136931062335489,0.230051248841219,0.1145902919850537,0.5859375000000009,0.185078857992503,0.5859374999999989,0.223668575678377,0.233966117148747,0.082639406033251,0.1113813523990132,0.0,0.0395513735543999,0.113750989243311,0.104952157940012,0.15953784919465,0.0516444633443799,0.0698844609885878,0.0440493498452677,0.5169902659118918,1.0
0.123604382350347,0.0965211940232314,0.356610483459233,0.1267863889415576,0.5833333333333339,0.232937532093207,0.5833333333333321,0.109089456987999,0.258525114519059,0.2417410830006,0.186722659852487,0.0,0.121624191353168,0.120868916234183,0.161020994440346,0.134295221982099,0.1324091878494503,0.160119409842911,0.0801719407818559,0.5244846587798437,1.0
0.0909226344443991,0.11526926513183,0.266775563009924,0.1109314360379418,0.5494791666666662,0.300390366862632,0.5494791666666656,0.0996258407341911,0.17550920585878,0.246482544566514,0.2276068036849969,0.0,0.0963258922840372,0.177097166975938,0.143231896257903,0.0701926772168448,0.1374561752161026,0.114284881643505,0.05637299741453,0.5533163933255577,1.0
0.1005708868723,0.0748784493812971,0.142712274231766,0.1637030862557203,0.4869791666666666,0.263122084506012,0.4869791666666656,0.0547153392511743,0.248090142118729,0.148285724823426,0.3577801618936252,0.0,0.0775099046708466,0.197431560127095,0.0479431903760847,0.0620002140632253,0.1964196450133087,0.118333239658639,0.1217114320891339,0.6807830092118737,1.0
0.206841489689245,0.0324032195985431,0.0405844404339802,0.3437585836303559,0.4804687500000009,0.382165267284439,0.48046875,0.0158985096314294,0.27158716660881,0.289747773573493,0.4221746662835491,0.0,0.047164239615733,0.276011461610924,0.0419037211592713,0.0673705964233554,0.3988320925743573,0.242360439895846,0.3269848415277622,0.5564958327240827,1.0
0.0889188266855988,0.141276449791875,0.445307720254177,0.0146867885647314,0.6354166666666672,0.191184876022416,0.6354166666666654,0.188788446591891,0.328800734906168,0.218321229826124,0.0831803691831895,0.0,0.0702057603034725,0.0888170086979146,0.161678359997508,0.0623374747565869,0.0229226270734104,0.180146983630121,0.0259752562256752,0.5910632036847491,1.0
0.132097138022176,0.0375764347337564,0.151434394537742,0.042653667887306,0.5455729166666674,0.364589194949932,0.5455729166666666,0.0907305592993798,0.0737141670905876,0.164128020172155,0.3134552778737448,0.0,0.0677442412674826,0.488968106664769,0.0887587302555407,0.112670133072233,0.1797184690428692,0.0686744123285535,0.1777464556751369,0.4281993924786208,1.0
0.0544513970122038,0.0545673940633632,0.129279293010812,0.1507541962602425,0.6822916666666663,0.239716536267469,0.6822916666666674,0.055892624959136,0.232245555106227,0.0712722823138601,0.1431971624614853,0.0,0.0257112952541508,0.369266335042166,0.0847767744588206,0.0884286598546046,0.0196111053758191,0.0452967802462521,0.0312030809103416,0.423307007109464,1.0
0.142383197274484,0.128913923034287,0.159308776761537,0.3106871852304251,0.5429687500000003,0.379668677843979,0.54296875,0.102256398578822,0.385214900788639,0.0960421164760538,0.2592414292205151,0.0,0.0806594455342876,0.294566963595722,0.0711395552553854,0.375744142429901,0.2393206111576339,0.062058012270061,0.2247059374390662,0.4015704220323246,1.0
0.132365743810139,0.0578501710621876,0.112176680759599,0.1885057557355883,0.5039062500000004,0.529021208738715,0.50390625,0.0460409194191178,0.195139851050074,0.253303096200483,0.3728426309348651,0.0,0.072941910381278,0.287535552827739,0.0806834765659703,0.150711175222986,0.3782931641956679,0.0884486687065563,0.2153872921659158,0.4152275594487153,1.0
0.143213690256556,0.106830726182636,0.162048664375384,0.0501865415245219,0.4713541666666663,0.552135208725568,0.4713541666666656,0.0567681253567196,0.507639495135809,0.175090428527311,0.2911919053910782,0.0,0.0831247729896327,0.360790415399547,0.097166396410361,0.2450526401084,0.3655052308466737,0.0868792430970729,0.2172660703888335,0.4137100997357831,1.0
0.0786236855040491,0.071639243378943,0.143027445510593,0.0693766068397091,0.5013020833333335,0.561429342447137,0.5013020833333334,0.0788022697285112,0.247697456581909,0.206317145824411,0.2771207844374844,0.0,0.0787401728590124,0.352309551442099,0.0967668086438255,0.149442889467522,0.2334346999357274,0.103313262928862,0.1306339892666414,0.3654042988741042,1.0
0.488119175644376,0.0641956256634969,0.160790291961532,0.2588812332494998,0.3177083333333336,0.674401711232267,0.3177083333333327,0.009120379958306,0.282568519187886,0.416080852268662,0.4596172087011482,0.0,0.277026709822027,0.140865310008439,0.243807431953799,0.310866476126198,0.777494787987053,0.095241407781215,0.7062476548853776,0.4563203684749233,0.0
0.163017988544955,0.313963574658229,0.63913687995217,0.0160296801625977,0.3854166666666672,0.158471056928611,0.3854166666666658,0.272581498961896,0.20911260867069,0.0780819520636761,0.0531409832357169,0.0,0.169186629414501,0.0736342327384043,0.822322907306768,0.381325773636209,0.0303538783094618,0.0976800348587502,0.0455572191355721,0.3626855168884345,0.0
0.121655482332555,0.0263862258563865,0.0545958850895241,0.4424449466370878,0.5013020833333335,0.556105950357802,0.5013020833333334,0.0203978810483429,0.392236474175174,0.239532449968052,0.4095372277595594,0.0,0.0720790319796536,0.339051155163732,0.0254518853822355,0.0395951790193202,0.3075906585538385,0.0923682123691548,0.3887810115961223,0.4130875521612474,1.0
0.260946049345771,0.23028442466715,0.437364699137554,0.0725031000443324,0.3281249999999999,0.245238314571923,0.3281249999999993,0.151270770732655,0.342851177034897,0.042757361077492,0.1304653749955897,0.0,0.188250425709434,0.10839216139535,0.405892161579887,0.196512866546163,0.0951751240607481,0.0854348176029414,0.1032898967937997,0.4397176731490959,0.0
0.162783762714473,0.131406166356279,0.183451423155786,0.1142643590031688,0.4973958333333329,0.568372785411278,0.4973958333333322,0.10709352727425,0.215698131814435,0.158668746848858,0.2209966331415473,0.0,0.0945387992957037,0.302829790630367,0.0923273574153934,0.223391558936448,0.2400616190784799,0.0423273250967056,0.1917674756800454,0.3731722474045911,1.0
0.162616984079646,0.496853238593685,0.617105005936491,0.3268773936139901,0.60546875,0.282388894189714,0.6054687499999999,0.575887062537252,0.323091820217026,0.0804228385858065,0.1519620810208498,0.0,0.28297660322225,0.0783568846833965,0.310564382307801,0.677954985916875,0.2507242610232161,0.0454370739320569,0.2091591345728017,0.3131200299189037,1.0
0.0652942077561309,0.113778584351197,0.260723035705909,0.1121522625716633,0.5729166666666676,0.308204018808996,0.5729166666666655,0.136775255940605,0.237979481375658,0.32574564965198,0.1723270097248102,0.0,0.063305689799975,0.157321628450435,0.122302209604022,0.0500274011328661,0.1177917651367715,0.0714109686953261,0.0747055897043369,0.5992195496417605,1.0
0.0921717777085595,0.184653946538706,0.464819548548136,0.0121066171055479,0.4934895833333342,0.215971485809514,0.4934895833333333,0.277171685834715,0.227928449488766,0.0983055456609458,0.0870333153543033,0.0,0.0942188034450426,0.0846003355992076,0.230809205410737,0.0598699242120585,0.068211059515237,0.0507907627349816,0.0468665560288626,0.584161680182663,1.0
