WAV D3 FFT frec media,FFT umbral 20Hz - 30 Hz   ,MSE frecuencia,entropy,y_center_mass,WAV D4 the difference between the maximum and minimum values,x_center_mass,percentage of energy D1,WAV A6 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D6 (RMS) root-mean-square ,FFT 3ER PICO MAS ALTO,median,WAV D2 (RMS) root-mean-square ,Energía de las componentes de la senal,Valor FFT umbral 10Hz - 20 Hz   ,WAV D2 the ratio of the largest absolute value to the root-mean-square (RMS).,FFT ENERGIA,WAV A6 FFT frec media,Media frecuencia,TIEMPO DENSIDAD DE NUMERO DE PICOS SOBRE RMS,Etiqueta
0.260755060076796,0.0331534491955653,0.0738596935414598,0.0289005639865829,0.4244791666666672,1.0,0.4244791666666657,0.0106202051913499,0.311599523738408,0.169363777524869,0.5006654247201384,0.0,0.0737935002010009,0.467315885352289,0.0544278277905625,0.129538647546468,0.4589137062990306,0.0509478888922507,0.4937273549472608,0.3940230566180037,1.0
0.10175515329579,0.0512369290440428,0.112518818769237,0.2242230463813899,0.5078125000000011,0.37347651772832,0.5078124999999989,0.0795004738843018,0.256769723260505,0.184757758090836,0.2772291636171246,0.0,0.0399295344466685,0.209843244564369,0.0522446077328349,0.096049369256022,0.2093849025764085,0.0652463013428608,0.1294821361942198,0.4524053224155581,1.0
0.0604678484024423,0.100170872289191,0.342087020048206,0.0077135251494411,0.5507812499999997,0.315597159951243,0.55078125,0.23389874959734,0.236360938743764,0.265518047630501,0.1693968948985166,0.0,0.0624380956682767,0.262048083081095,0.120865824353643,0.115310389569631,0.1160218749384591,0.105781699014002,0.0597120065638331,0.4570660915338506,1.0
0.0535115515918136,0.0721480521591162,0.149304642623455,0.1608911719424501,0.5052083333333339,0.314612977199947,0.5052083333333323,0.0741805219143661,0.225290949144055,0.192858631496232,0.1703683912074831,0.0,0.0808182353986095,0.0616796638298818,0.0738607747849066,0.127557893311941,0.1819215288749676,0.0453914767649345,0.1092615544938656,0.5952320027294435,1.0
0.273492802690004,0.028816999982346,0.0783426925475685,0.1255668708360967,0.4375000000000004,0.678168887607516,0.4374999999999991,0.0252448707604735,0.276226727524163,0.322005303438776,0.3556757020203933,0.0,0.0646321825862368,0.286297368664174,0.110332767384599,0.146169454610616,0.5164150577719645,0.0740967924546338,0.3421724078025256,0.3891520272387362,1.0
0.18752863634753,0.030973617325568,0.0739245307549099,0.5684977774028807,0.5533854166666666,0.589495296696694,0.5533854166666666,0.0220532331333985,0.292097639520652,0.110093389879965,0.3378052425945421,0.0,0.0495055731514238,0.191383924562609,0.126031848461887,0.0982362180424929,0.3569336724045398,0.0389862486193724,0.2348093654009832,0.4113215057432053,1.0
0.109254936394463,0.174739866499846,0.572599384253929,0.0068251641797169,0.502604166666667,0.233074227362492,0.5026041666666656,0.270805273564733,0.273250562690631,0.109846672526691,0.1333776710722096,0.0,0.0818109742874285,0.101164704555852,0.231686252773616,0.137261545931229,0.0889030086418992,0.102946106791647,0.0390352988640823,0.532485809993486,1.0
0.423338755512984,0.309056861122377,0.409339703059675,0.2146004941599124,0.2630208333333332,0.380828987211664,0.2630208333333328,0.0804070749495156,0.261249609568446,0.139108412087349,0.1601291346061834,0.0,0.456883315292146,0.158380952538708,0.917648932818337,0.37606005282096,0.2276951563607351,0.0919669149700346,0.3052315727384258,0.2469535810119233,0.0
0.143784525570474,0.0654431699967104,0.0984404715174516,0.2567921847495888,0.524739583333333,0.367312775545996,0.5247395833333333,0.032530162696375,0.35416315569485,0.139862086313278,0.3524046495675337,0.0,0.0881812793937692,0.266340473557001,0.0571833486168181,0.0804532811135641,0.1783688324669616,0.184532069609408,0.2333884869496681,0.5878500977016846,1.0
0.153686608734803,0.037867917754908,0.0439667888526218,0.101187563601238,0.4882812500000002,0.619969679725379,0.48828125,0.0213829179327838,0.254630020202047,0.198208320882719,0.3833552241704063,0.0,0.101776823504505,0.399723520038968,0.0387279641868187,0.0135929377856443,0.5535804708665327,0.0616132008394732,0.326266023034295,0.3327789150460596,1.0
0.0894538445159241,0.185883849395189,0.315458495291845,0.0329221289010261,0.5794270833333334,0.267829334389643,0.5794270833333333,0.236679448587473,0.267702706417132,0.0897398470472762,0.1436276209626827,0.0,0.0696582776305156,0.143312234796692,0.121360789146455,0.0875140775510876,0.0778269324752341,0.0825552924889883,0.0438130244632321,0.5533886533118872,1.0
0.0674540923988396,0.120313503364594,0.258884795471987,0.1073703109548746,0.5351562500000011,0.293771614707001,0.53515625,0.190947209575498,0.270073443781162,0.0990900910508595,0.1272053964252427,0.0,0.0535651264626198,0.056361390029237,0.130012193746548,0.121386233498918,0.0545402359713456,0.0482881986118409,0.0786589728239026,0.6323110103816348,1.0
0.482008613781358,0.367784832868187,0.438220346371664,0.2686466174705717,0.1848958333333333,0.343567918313046,0.184895833333333,0.0798113910130788,0.265349126139482,0.0461027746764429,0.2263193258839908,0.0,0.610354669209787,0.148597132309306,0.646500999220628,0.310032433256345,0.3348364701690466,0.0362772647387631,0.3190954570525186,0.1787146025247356,0.0
0.0612159474135338,0.0757418561742191,0.205544764213568,0.3315083296183936,0.7343749999999996,0.257867911282872,0.7343750000000007,0.0557961366490348,0.306577185693618,0.227069411680623,0.1787307401914997,0.0,0.121610933192254,0.142270733294987,0.115562162831582,0.0441767712017809,0.1047946436126045,0.0475422415181139,0.0684548769899448,0.4712937025265317,1.0
0.043900200481354,0.0328967831835025,0.143692125332369,0.0208111041857972,0.841145833333333,0.15288980516118,0.8411458333333337,0.0321207456127223,0.285958235433075,0.009007944248011,0.0240652191212384,0.0,0.0,0.126346566844765,0.148193388537079,0.115604960525257,0.001209865065629,0.0,0.0027451873930545,0.4702966619341633,1.0
0.157874783073406,0.0,0.0469778887207294,0.3494756849660208,0.4843749999999995,0.835984469868332,0.484374999999999,0.0060189926274676,0.20607425772961,0.597466760599822,0.8038032945462579,0.0,0.0164128128821737,0.30088996172451,0.0297365690148698,0.400307149319592,0.9554338203257308,0.0588366190112148,0.3810107334917093,0.39160347073602,1.0
0.276222798514952,0.437922901151073,0.540786792125786,0.1492054848498225,0.3216145833333341,0.202047984337715,0.3216145833333337,0.16203558115706,0.17135899259541,0.0641450200716459,0.0965147578592487,0.0,0.360197218594505,0.15449998338084,0.988962134207799,0.557718443368575,0.2239376195193732,0.0619561284751536,0.1283310418814261,0.1921979928601742,0.0
0.15818626749029,0.0372238848827023,0.0424559030039402,0.4163361548291784,0.5286458333333336,0.981378854608159,0.5286458333333324,0.0067604782477631,0.200133921173018,0.528878851604276,0.552335097266965,0.0,0.0852175561270179,0.4292321826284,0.0372540758463963,0.16621422672762,0.6999627085635909,0.0414604973251666,0.6307718029951488,0.290795862988265,1.0
0.221856794970057,0.499743276473296,0.438839943278109,0.2248010356316632,0.213541666666667,0.249865298948063,0.2135416666666663,0.115274486681465,0.284844460562385,0.0546669406614185,0.0987143654726488,0.0,0.31385803073301,0.0972787797210788,0.674411632825208,0.50321261886495,0.1593910359600735,0.0471558161044923,0.111455172848028,0.1654351095607131,0.0
0.0912263579583388,0.0437068983652208,0.0751853514067764,0.4460413075542829,0.5312500000000007,0.469420051665436,0.531249999999999,0.0057654212094235,0.133112116323328,0.406854695028902,0.2009730368254173,0.0,0.0525773540898621,0.0572011481161163,0.0877638213045158,0.356738237227349,0.3000103010519234,0.0415878071673191,0.2609994838949092,0.5084224908750311,0.0
0.137501767484331,0.154284032673628,0.27201323617858,0.2945751175261172,0.6119791666666675,0.410725258181009,0.6119791666666675,0.0974828265340261,0.417518899491508,0.201676374963915,0.1882564913473537,0.0,0.108698973862587,0.223218867936131,0.107820848988192,0.062990082282843,0.2107437073319373,0.0816340346431745,0.1199256494124198,0.4452436527947675,1.0
0.10169416899355,0.0276696417455311,0.0823100116545889,0.1429185608464933,0.5546875000000002,0.450474669106042,0.5546874999999989,0.0174536562218082,0.305638039804045,0.365727275444963,0.3143654283160085,0.0,0.0519564998104265,0.34001628320838,0.0773571552404882,0.132904265390862,0.2734828151915133,0.0744763759370247,0.1638901710088902,0.3349539406345956,1.0
0.191623879202508,0.0239968238070207,0.0829119943162649,0.3336412110375419,0.4713541666666663,0.52363081506361,0.4713541666666656,0.0046955832753807,0.175765875715718,0.462319733391861,0.3778647715489535,0.0,0.149296562750496,0.1041256195577,0.132403254116728,0.187897441493611,0.4690429579415917,0.0683964012990844,0.6770694457304006,0.8389666883781521,1.0
0.13215374282688,0.128936570550521,0.336800144259153,0.1042729646051338,0.5546875000000002,0.228997185582623,0.5546874999999989,0.195556818447469,0.361466269207781,0.141163580740171,0.1906817183934183,0.0,0.0504401241109527,0.172367964433042,0.103284617346545,0.0821324134652225,0.0845657842166596,0.15307960249988,0.0621804999286255,0.6515326650901777,1.0
0.0735685373168371,0.151530448103008,0.580003424115024,0.107652818193616,0.5494791666666662,0.162764045932105,0.5494791666666656,0.154839442240968,0.343614248320714,0.211988476125384,0.1107182655482544,0.0,0.137557580415242,0.0499221814501741,0.198731148754622,0.0202481151059763,0.0493321187992128,0.0880864150456969,0.0245321445102864,0.6110321886139833,1.0
0.14101019576685,0.0898549349444318,0.328762296573577,0.0920297055053534,0.4335937499999999,0.22812395582533,0.4335937500000001,0.0809899851243442,0.134112273972782,0.192577928002314,0.1290887916443173,0.0,0.12408433048984,0.0513935213037609,0.262084027458758,0.245469867106944,0.0914920170331267,0.0506691458675537,0.0671471122172135,0.5699798188524747,1.0
0.145631867577063,0.132574672304501,0.248633520659844,0.0262420889774089,0.4401041666666674,0.24606022441206,0.4401041666666657,0.0667751628184537,0.441685346715722,0.128791718050941,0.2937936554211504,0.0,0.141131784842301,0.272346546854412,0.118345150934395,0.0367096785037694,0.2041734163394691,0.439703068668436,0.1251928846471399,0.5999963444948095,1.0
0.0748608511471381,0.182579317789528,0.569463434410184,0.1179959514242439,0.5598958333333343,0.191498041526255,0.5598958333333323,0.31034036836495,0.471720592250058,0.168925719996065,0.1016352175769459,0.0,0.213062708950396,0.0980830548111908,0.441847327261742,0.587503224334639,0.09493810982027,0.117381171237477,0.0661055535896458,0.4605616683725695,1.0
0.127861494870289,0.0104670088073048,0.0217507457775577,0.2199470155296792,0.5273437500000001,0.799045238177122,0.5273437499999999,0.0067180993857303,0.518416125982171,0.301797606950274,0.4903325963994855,0.0,0.062737680082738,0.34930905857096,0.062554124398791,0.136687335636785,0.5399257070626398,0.0755322706468412,0.613263240709509,0.349202577653375,1.0
0.0809104990171704,0.102229815779946,0.119176323209239,0.0670020849946113,0.6223958333333337,0.315487104923848,0.6223958333333321,0.0485890478752762,0.178634117779479,0.180816746948068,0.2152588101258679,0.0,0.106081084529496,0.240828995955931,0.128700313542665,0.226289464432768,0.1298192930707824,0.0506326403513609,0.1206507434577534,0.4106448311156604,1.0
0.295433358023114,0.152940876723088,0.374798728876252,0.2105391722278066,0.2851562499999994,0.26578535687242,0.2851562500000005,0.0624433048080384,0.249795952163639,0.19539654059499,0.1643457652035825,0.0,0.283633418604633,0.114675956918973,0.410813899336789,0.267318674262395,0.1491829453714971,0.101549370197296,0.1282122329335759,0.4387237098425069,0.0
0.122633380358515,0.0449222247306176,0.167700781916244,0.2195429209516207,0.502604166666667,0.381527704611254,0.5026041666666656,0.0367086615504445,0.108634463672831,0.153267234944848,0.2970531111761162,0.0,0.0716617226277037,0.346626062914242,0.0853638049583787,0.130404346562007,0.133599012321831,0.057578768295868,0.1139067273075589,0.4328300921187306,1.0
0.0401830469496824,0.22722910074302,0.221576031272697,0.0885984722845896,0.5950520833333337,0.230371042136921,0.5950520833333333,0.174476803785525,0.328542365174441,0.062673738139693,0.1397627277411878,0.0,0.139426570611446,0.0956499859569823,0.179633051289067,0.380922000932424,0.0494195712049016,0.0554032742296842,0.0445038717754217,0.4946974866370972,1.0
0.563347348938184,0.431073166647161,0.392465623740209,0.6074531209231183,0.2799479166666672,0.409753429704002,0.2799479166666672,0.0823797669146063,0.603019661391647,0.027467394251198,0.2506123112752711,0.0,0.67512427442841,0.178936586851482,0.981787423256552,0.439985564922164,0.4766166077996878,0.0396854475025311,0.4390829406745192,0.2655508514003905,0.0
0.395852433424498,0.287875873725703,0.514337410490458,0.0606821204838502,0.169270833333333,0.336452902166941,0.1692708333333329,0.146044444174175,0.283483564420721,0.0571961876313514,0.2312635652172063,0.0,0.285029017312545,0.153410249985306,0.39873417210306,0.223608455507372,0.2461955050286073,0.0595962519175549,0.177504950097796,0.4302200614124878,0.0
0.262209689521717,0.0862527158136553,0.138597977805873,0.0532703664618006,0.419270833333333,0.55474590445865,0.4192708333333325,0.0291025193194649,0.162271817946171,0.145165621088341,0.4419546816812098,0.0,0.123327334865996,0.612391568386361,0.105877343909937,0.0716107819429579,0.1947842575141973,0.200500499262224,0.2595185244303977,0.546847222970425,1.0
0.625575473434721,0.229255559255994,0.341648236979641,0.8274759977911762,0.4674479166666676,0.549094279938644,0.4674479166666667,0.0424612959398628,0.347752161968515,0.0671593000007031,0.2492654925943683,0.0,0.449892873255109,0.2181395667554,0.539417970132676,0.507701399650861,0.4051093130041791,0.0995259402144972,0.422165973912531,0.2475904128283867,0.0
0.489585193647605,0.0632932119466002,0.166741775294677,0.3852334324207597,0.3828125000000001,0.864822593043098,0.3828124999999992,0.0071628103753645,0.302813218989594,0.155596297634582,0.3817541174030385,0.0,0.27003169643481,0.215131247189703,0.189905491452389,0.294696867358709,0.8179549134148014,0.0525764078884854,0.5093083178549206,0.3289962618486045,0.0
